STAID,data_availability [hrs],1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
06913500,287181,0,0,0,0,0,0,0,0,0,0,1919,8008,8782,8471,8111,8566,8135,8566,8758,8638,8285,8447,8562,8688,8424,8651,8759,8741,8268,8276,8352,8230,8756,8279,7743,8205,8611,8407,7569,7216,8467,8557,8475,8693,8566
06914000,55561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081,8294,7710,8102,8206,8405,8763
06914100,118113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5282,5680,8712,6291,2512,8129,8472,8613,7890,8423,6798,6041,8397,7271,8592,8409,2601,0,0,0,0,0,0
06914950,261942,0,0,0,0,0,0,0,0,0,0,0,0,0,4193,8756,8667,8653,7559,8134,7343,6358,8632,8587,8759,8784,8688,8664,6785,8359,8543,8688,8495,8717,8634,8708,8760,8537,8061,7868,6933,8782,8708,8559,8705,8323
06915000,264322,0,0,0,0,0,0,0,0,0,0,0,2201,6696,1678,6497,8183,8230,8447,8447,8327,8213,8368,8592,8688,8463,8280,8664,8572,8294,8060,7798,8469,8514,7040,6629,8278,8257,8154,8205,6917,8729,8659,8322,8700,8751
06915800,230526,0,0,0,0,0,0,0,0,0,0,2087,8536,7022,1371,339,359,353,556,365,901,8332,7318,8177,8496,8376,8615,8350,8303,8076,8295,8141,8175,8709,8688,8203,8615,8400,8753,8679,8755,8780,8755,7657,8115,7874
06916500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06916600,272790,0,0,0,0,0,0,0,0,0,0,2177,6847,2619,2368,8279,8517,8710,8639,8639,8567,8405,8261,8232,8640,8614,8664,8735,8593,8151,8562,8085,8705,8733,8699,8509,8758,6025,7531,8035,8471,7964,8393,8339,8246,8078
06917060,194495,0,0,0,0,0,0,0,0,45,265,307,78,96,12,0,0,0,0,0,0,1658,7774,5487,7405,7199,7128,8076,7873,8125,8215,8489,8557,8592,8376,8442,8183,8175,8482,8125,8091,8516,8532,7559,8300,8333
06917240,199715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5323,8712,8326,8712,8736,8759,8663,8784,8525,8690,8423,8782,8639,8736,8177,8715,8219,7407,8725,8693,8754,8297,6479,8439
06917500,136610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,8757,8759,8519,8663,7961,8060,8560,7486,8461,8584,8645,8678,8569,8735,8396,8631
06917560,165021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,8556,8306,8567,8412,7991,8201,8696,8654,8700,8486,8782,8691,8746,8582,8780,8511,8739,8746,8775
06918060,173954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,7658,8346,8445,7616,7708,7946,8346,8389,8620,8633,8263,8384,8609,8587,7739,7410,8615,7847,8097,8730,8654
06918070,140093,0,0,0,0,0,0,0,0,0,0,72,2634,7863,6077,7192,8087,7343,8087,7389,7630,6964,5037,2155,8416,8060,8420,7680,8051,8464,8011,6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06921590,148492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912,8670,8478,8598,6751,8331,8316,8405,8733,8631,8706,8664,8545,8632,8619,8167,8651,8683
06921720,145365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4544,8693,8280,8381,6754,7612,8299,8634,8754,6813,8755,8672,8648,8773,8749,8688,8510,7806
06922000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06926000,171680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,3048,4095,5939,7113,7280,6713,8156,7266,6648,5874,5786,6897,6358,1135,1640,2342,4465,5286,3257,4292,3882,3059,8753,8560,6257,6720,7673,6836,7154,7418
06926500,38425,0,0,0,0,0,0,0,737,3365,5108,5762,6222,5825,3981,5794,1389,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06926510,228045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5003,8556,8731,8779,8708,8590,7517,8519,8583,6034,8417,8770,8755,8128,6909,8768,8512,8754,8011,8505,8628,8622,6455,8301,8039,8229,8746,8476
07164600,259742,0,0,0,0,0,0,0,0,576,0,1140,8596,8134,8327,8053,8106,3546,5228,7931,8630,7337,8614,8187,8072,8196,7021,7802,7967,8359,7539,7935,6978,5812,6173,5513,7772,6615,6691,8133,8619,8390,8330,8691,8249,8480
07165562,252449,0,0,0,0,0,0,0,0,0,321,2066,7747,7823,6381,5986,3097,5853,7892,7791,8281,6176,8466,7103,7329,7528,5776,6618,8285,7233,8444,8482,6838,7170,7926,6946,7197,7246,7495,8574,8658,8652,7481,7798,8116,7674
07165565,244993,0,0,0,0,0,0,0,0,0,0,1330,8566,8711,5316,5203,6245,5146,7883,7723,8755,8371,8057,7600,8223,8111,7770,6135,7183,8263,8379,7559,7450,5632,4452,4568,6119,6148,6980,6757,8363,8029,7741,6885,7579,7761
07170700,136668,0,0,0,0,0,0,0,0,0,0,0,5418,7640,6262,7421,7552,8495,8183,8759,8759,7877,8105,5142,4266,8784,4588,2611,4387,7153,8757,6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07176000,286707,0,0,0,0,0,0,0,0,0,0,1583,7772,7815,8498,8488,8270,8753,8715,6532,8702,8587,7889,8695,8463,6998,7814,8590,8160,8640,8728,8604,8516,8723,8741,8608,8623,8452,8447,8656,8439,8782,8734,8542,8516,8632
07177800,266943,0,0,0,0,0,0,0,0,0,146,3069,7132,4914,7222,7944,5718,8111,7531,7426,6778,7586,8138,8578,8564,8762,8620,8747,8511,8152,7991,7949,8283,6509,6661,5432,7407,8224,7835,8068,8617,8742,7807,8431,8596,8742
07178600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07185000,284927,0,0,0,0,0,0,0,0,0,0,701,8116,8550,8500,7932,8656,8314,8545,8688,8409,8348,8558,8753,8220,8619,8494,8755,8617,8436,8492,8142,7632,8784,7986,7847,7918,7918,8063,8315,8672,8435,8455,8307,8224,8526
07185090,133800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,8183,6510,6855,8466,8456,5369,6892,6728,8441,6431,8286,8189,8546,8552,8440,8603,8703
07185095,198015,0,0,0,0,0,0,0,0,0,988,7407,6176,6857,5332,0,0,0,0,0,0,0,0,0,0,4990,8560,7229,8154,7283,8641,8652,8489,8691,8558,8637,8611,8209,8644,8631,8756,8665,7666,7884,7537,8768
07190500,76295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6283,8758,8747,8672,8784,8760,8753,8757,8781
07191000,284592,0,0,0,0,0,0,0,0,0,0,198,7843,8597,8692,8314,7941,8281,8328,8662,8541,8308,8474,8716,8695,8528,7503,6153,8205,8573,8684,8737,8267,7425,8107,7967,8609,8784,8251,8699,8756,8774,8711,8754,8750,8765
07191500,273784,0,0,0,0,0,0,0,0,0,0,734,6617,8237,2303,4914,7686,8770,8494,8686,7851,8663,8608,8484,8602,8336,8432,8743,7847,7423,7710,8361,8216,8473,8285,8700,7041,8486,7842,8754,8708,8766,8753,8750,8760,8749
07193500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402913084285400,124798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867,7404,6869,7559,6694,7671,8197,7796,5555,7897,8079,8402,8656,7956,8153,7440,8603
04095380,218160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2179,7416,7032,3245,4248,8299,8135,8416,5809,4944,6797,5404,1983,4011,7125,8087,8447,8183,8086,8612,6816,7663,8489,8192,8742,8759,8415,8481,8648,8720,8777
03324300,270965,0,0,0,0,0,0,0,390,315,1343,8563,8544,8472,8021,7387,7159,7435,5885,8112,6168,7128,8064,8059,7608,6672,7944,8760,7631,7580,7637,4818,7029,8314,7390,7459,6330,8047,8502,8229,8122,8524,8173,8013,8667,8471
040871488,188662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,3859,7889,8301,8774,8025,8467,8439,8060,8343,8500,2088,5673,6831,5836,7632,8473,7060,6187,7168,7024,7975,7651,6948,0,0,5399,8493,8770
04168580,181781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219,7031,7416,6864,8592,7584,8016,7392,8351,7509,8710,8021,8011,7430,8183,8730,8513,8277,8767,8522,8199,8696,8748
05424057,149853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,30,0,0,0,0,0,0,2202,8760,7080,7896,7399,6972,7800,8735,8319,7154,8105,6661,7181,7989,8579,8141,7844,6903,7167,7984
05061000,166904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,232,1118,1459,4342,3064,6167,6024,5366,5690,6408,5761,6767,6215,5256,6023,5976,6523,5164,4777,5256,6145,7128,6761,5718,5837,7076,7360,8098,6453,7276
05061500,164343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,5207,5088,4968,5447,5494,6070,5592,4630,5327,5734,5575,5250,6000,5158,6001,5998,4726,6117,3697,5086,5641,6852,6902,5051,5781,6203,5111,6025,4072,4340
05062000,167268,0,0,0,0,0,0,0,0,0,0,0,0,3959,815,5663,5495,4944,2622,4607,1367,6071,5544,4776,5376,5784,5518,5351,5327,5184,5410,5833,5425,3742,3984,4825,5329,6996,6398,4890,5213,6050,6592,6009,6435,5734
05300000,167617,0,0,0,0,0,0,0,1,0,0,0,0,815,624,4966,5254,5181,4823,6719,4223,0,2976,5275,4295,5423,5687,5663,5929,5545,6073,5953,4223,4080,5544,5351,5855,6728,6692,5646,5959,6822,6640,6086,6176,6390
01367800,79738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,6218,6930,8088,7870,8232,7200,5956,7194,8424,5955,5231,0,0,0,0,0,0,0,0,0,0
01368000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01369500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01371500,266289,0,0,0,0,0,0,0,0,0,1416,7603,7211,6699,5178,5058,4897,6667,7780,8682,7780,7056,6719,8227,7152,7464,7655,8040,7584,8156,7654,8236,7264,8639,8328,6814,6983,8528,8532,8018,8128,8602,8051,8128,8719,8641
01443280,258985,0,0,0,0,0,0,0,0,0,0,0,0,3187,8380,5088,6791,7409,6911,8759,8349,8500,8375,8226,7056,7512,7584,8208,7080,8088,7800,8228,8279,8664,6126,7963,8015,8740,8727,8646,8646,8769,8672,8700,8737,8770
01443500,366661,0,2202,8494,8687,8711,8207,8759,8355,8177,8452,8706,8759,8783,8644,7745,8735,8519,8710,8668,8513,8260,8656,8298,7793,8232,8248,8760,8450,8687,8591,8471,8303,8640,8538,7943,7536,8551,8567,8443,8703,8666,8537,8451,8750,8761
01443900,353170,0,456,4411,8759,7799,8759,8759,8332,8082,7074,8759,8759,8639,8524,8130,8687,8687,8614,7919,8470,8571,7919,7123,7703,8040,7752,8375,8135,8165,7915,7824,8135,8493,8117,7704,8371,8468,8528,8429,8565,8642,8631,8540,8713,8693
01445000,188399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,7719,7931,8448,8758,8398,8734,8663,8711,8471,8784,8615,7439,7463,8696,8582,8489,8747,8710,8732,8716,8752,8764
01445500,360318,0,2202,8758,8759,8783,6556,2202,8495,7466,8735,8759,8759,8783,8620,8130,8735,8279,7943,8759,8757,8783,7773,8293,7400,8760,8496,8712,8467,8736,8745,8756,8542,8377,8662,8640,7005,8652,8759,8720,8760,8752,8750,8760,8757,8781
01446000,179960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4961,8086,8520,8640,7772,8279,8208,8304,7920,8615,8471,7708,7268,8452,8395,8570,8662,8725,8611,8435,8752,8606
01446775,166147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,8551,8521,8642,8726,8634,8732,8673,8756,8760,8757,8760,8756,8760,8748,8732,8729,8728,8698,8697
01446776,163089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,8760,8736,8759,8712,8424,8760,8784,8760,7778,6948,8784,8760,8530,8760,8759,8102,8588,8537,8773
01450500,243484,0,0,0,0,0,0,0,0,0,0,353,635,4401,7929,6058,3886,8351,8686,1969,284,313,3600,8658,8136,8616,8760,8759,8736,8784,8664,8759,8376,8781,8760,8158,8041,8370,8638,8264,8554,8722,8586,8379,8737,8781
01451500,264183,0,0,0,0,0,0,0,0,0,0,2178,8540,8324,8759,7967,8759,2971,269,379,371,7086,8730,8712,8735,8736,8588,8349,8520,8712,8757,8756,8588,8731,8616,8712,8734,8784,8759,8760,8760,8681,8740,8651,8685,8784
01451650,150729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,8781,8731,8758,8734,8760,8510,8709,8757,8733,8760,8755,8756,8781,8735,8758,8756,8752
01452000,251507,0,0,0,0,0,0,0,0,0,0,2202,5248,7300,7551,6639,7556,2989,345,386,363,6839,8614,8520,8472,7824,8208,8760,8756,8718,8746,8735,8346,8549,8447,8257,7943,7944,8573,8727,8508,8594,8747,8602,8735,8764
01452500,250604,0,0,0,0,0,0,0,0,0,0,1107,3525,5374,7608,7254,7636,2678,338,335,360,6604,8082,8759,8752,8783,8561,8710,8591,8784,8635,8607,8636,8296,8660,8663,8731,8784,8759,8726,8669,8779,8645,8719,8750,8704
01453000,266873,0,0,0,0,0,0,2082,1373,0,0,2194,8751,8783,8691,8082,8231,3444,380,389,844,6991,8757,8759,8208,8658,8422,8735,8613,8782,8683,8615,8608,8781,8562,8345,8158,8544,8698,8420,8589,8784,8728,8653,8758,8778
01454700,243009,0,0,0,0,0,0,0,0,0,0,1538,3982,8115,7154,6017,7665,8612,2615,403,429,6918,8759,8604,8591,8494,6049,0,2202,8784,8752,8717,8625,8598,8359,8534,8753,8773,8752,8466,8711,8617,8415,8689,8635,8682
01467471,21597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539,8735,5308,5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01467492,21740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563,8711,5452,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01467500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01467688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01467752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01467861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01468500,258095,0,0,0,0,0,0,0,0,0,0,2196,8187,8447,7730,7480,8254,2930,355,376,438,5635,8714,8587,8088,8422,8708,8734,8508,8762,8629,8747,8585,8780,8723,8196,7919,8612,8507,8580,8754,8758,8696,8604,8735,8719
01469500,252060,0,0,0,0,0,0,1696,1156,0,0,2176,8639,8471,8375,8471,7895,3255,373,370,369,390,3946,8538,8568,8736,8705,8760,8448,8757,8424,8760,8232,8782,8664,7847,7752,8568,8450,8481,8656,8784,8682,8493,8745,8646
01469700,20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563,8111,4298,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01470500,282760,0,0,0,0,0,0,2058,1117,0,0,1961,6999,7378,7331,7337,6989,7169,8469,8643,8586,7297,8205,8419,8088,8014,8564,8733,8206,8610,8107,8398,8012,8783,8495,7584,7510,8374,8566,8725,8709,8741,8656,8444,8759,8724
01470756,30379,0,0,0,0,0,0,0,0,0,0,1216,8340,5352,2159,7118,6194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01470779,149080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202,8540,8683,8711,8582,8733,8754,8423,8137,8613,8617,8697,8759,8769,8726,8668,8759,8707
01470960,271228,0,0,0,0,0,1584,5681,1737,0,0,2159,8528,7953,8135,8380,7073,3128,371,745,388,5622,8749,8760,8758,8770,8757,8709,8753,8729,8702,8758,8636,8634,8758,8686,8759,8760,8703,8759,8759,8783,8760,8759,8759,8784
01471000,266092,0,0,0,0,0,0,1918,1280,0,0,2201,8759,8663,6247,6677,8706,3368,535,407,730,6786,8758,8759,8736,8784,8758,8759,8711,8775,8544,8759,8711,8783,8758,8734,8708,8781,8698,8759,8758,8722,8760,8760,8759,8781
01471510,259671,0,0,0,0,0,0,1313,1573,0,0,2009,8613,8224,7801,7456,7751,3146,433,414,341,6351,8375,8363,8204,8519,8742,8331,8397,8694,8392,8638,8710,8765,8352,7822,8107,8470,8673,8543,8748,8554,8639,8679,8760,8769
01472000,269175,0,0,0,0,0,1774,6835,1117,0,0,2202,8615,8663,8644,7770,7679,3116,443,740,422,6627,8518,8466,7799,8159,8753,8757,8399,8732,8587,8636,8352,8780,8608,8278,8136,8542,8645,8368,8621,8755,8576,8565,8734,8762
01473500,146628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,8562,8207,7986,8520,8781,8602,8468,8078,8517,8687,8620,8325,8576,8541,8616,8655,8684
01473800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01534500,215264,0,0,0,0,0,0,0,240,1607,263,173,1279,489,393,890,884,390,366,372,376,491,6015,8686,8759,8753,8760,8760,8661,8711,8760,8759,8663,8741,8728,8760,8736,8783,8749,8709,8751,8783,8736,8757,8752,8779
01534860,137683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,8616,8711,8519,8783,8640,8298,8135,8635,8658,8614,8716,8768,8750,8585,8745,6882
01536000,251793,0,0,0,0,0,2202,8591,8145,7847,8440,5330,1601,1426,942,1109,463,341,543,412,368,358,6460,8658,8472,8447,8568,8640,8159,8782,8756,8662,8303,8760,8639,8136,8088,8685,8708,8541,8646,8761,8672,8609,8749,8774
01537500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01538000,261864,0,0,0,0,0,0,0,0,1938,7636,8248,8540,8060,7612,7434,6340,7745,7947,1990,336,324,5249,7891,7392,7320,7608,8302,7609,8280,7373,7578,7482,8541,7968,7464,7057,8036,8230,7928,8376,8648,8186,8023,8696,8477
01541000,201721,0,0,0,0,0,0,1771,562,293,525,501,3342,2162,301,317,298,324,337,362,334,608,5693,8058,7296,7511,7631,8136,7604,8182,7919,7469,7506,8662,8016,7057,7026,8205,8370,8391,8440,8620,8160,8423,8704,8605
01541200,332539,0,0,0,0,0,2202,7944,8100,8731,8352,8397,7847,7941,8734,7538,8495,8156,8200,6721,7057,8421,8687,8758,8756,8784,8757,8610,8758,8782,8759,8760,8759,8759,8656,8759,8759,8780,8740,8757,8701,8783,8605,8691,8760,8783
01541303,211303,0,0,0,0,0,1895,6926,1641,321,318,348,641,1768,569,306,307,324,342,359,337,467,5829,8298,7440,7449,7952,8759,8157,8420,7847,7637,7816,8782,8325,7271,7248,8424,8746,8668,8646,8695,8406,8325,8650,8644
01541500,137283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,7488,8010,7852,7504,8566,7944,7096,7121,8088,8298,8447,8557,8571,8192,6736,8666,8617
01542000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01542500,194842,0,0,0,0,0,1866,8065,4153,1647,3435,1887,407,0,0,0,0,0,0,0,0,0,0,0,0,2156,8447,8758,8637,8568,8592,8506,8735,8784,8400,8349,8424,8663,8448,8475,8610,8766,8415,8156,8721,8772
01546400,254099,0,0,0,0,0,0,0,0,0,0,2202,8758,7967,7990,8399,8543,3741,376,407,376,430,5384,8568,8615,8616,8736,8759,8712,8733,8736,8446,8712,8784,8686,8686,8616,8784,8760,8734,8516,8734,8758,8447,8604,8784
01546500,279358,0,0,0,0,0,0,0,0,0,0,2202,8759,8782,8759,8734,2160,8783,8690,2576,1377,8653,8759,8760,8734,8688,8759,8760,8760,8783,8759,8760,8710,8783,8757,8760,8613,8784,8760,8740,8756,8780,8753,8760,8658,8747
01547100,294132,0,0,0,0,0,0,0,0,0,0,2202,8756,8782,8740,8398,8466,6656,8687,8663,8543,8783,8758,8280,8639,8422,8472,8760,7943,8206,8734,8735,8736,8782,8759,8736,8758,8688,8760,8730,8760,8784,8760,8759,8759,8736
01547200,149889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104,8783,8687,8759,8615,8705,8748,8607,8585,8635,8681,8756,8660,8696,8727,8597,8760,8784
01547500,231305,0,0,0,0,0,2202,8711,5013,610,364,365,365,345,415,495,491,468,505,513,508,2701,6459,8087,8692,8784,8760,8757,8756,8760,8759,8760,8760,8783,8751,8758,8749,8782,8760,8719,8757,8779,8760,8759,8760,8783
01547950,261322,0,0,0,0,0,0,0,0,0,0,2202,8758,8639,8620,7962,8254,8303,7892,5481,336,438,5484,8035,7629,7629,7103,8760,7877,8517,8159,8760,7438,8784,8301,7297,7345,8686,8537,8410,8682,8711,8620,8394,8527,8752
01548000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01548005,76475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6596,8759,8628,8759,8784,8728,8704,8734,8783
01553700,293392,0,0,0,0,0,0,0,0,0,0,2202,8757,8782,8711,8662,8518,8470,8495,8692,7986,8375,8596,8659,7992,8327,8040,8759,8663,8568,8640,8708,8664,8730,8664,8064,8448,8595,8744,8645,8664,8760,8711,8623,8716,8762
01554500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01555000,249530,0,0,0,0,0,1895,5613,2182,6983,7198,6619,8116,7866,4709,315,322,361,340,381,337,2803,7678,7963,7645,7488,7871,8495,7743,8208,7744,8110,7676,8588,8421,7536,7105,7923,8223,8367,8572,8468,8254,8258,8701,8453
01555500,238795,0,0,0,0,0,0,0,0,0,0,2202,8543,7966,7851,4631,877,5199,3657,441,344,5763,7457,7747,7654,7392,7580,8544,7656,8255,7565,7409,7535,8543,8205,7319,7172,7871,8288,8423,8346,8579,8437,8160,8713,8471
01556000,225788,0,0,0,0,0,2202,7266,4309,3735,658,1794,1213,340,327,353,414,465,3319,2595,1462,1176,785,8080,7749,7487,8468,8754,8204,8421,8399,8544,8709,8760,8471,7991,8256,8184,8400,8653,8483,8676,8675,8622,8731,8658
01558000,209168,0,0,0,0,0,2202,8759,3453,356,336,2078,2313,444,329,338,322,364,338,398,865,419,367,1302,4198,7775,7462,8543,8515,8613,8556,8735,8760,8751,8616,8471,8664,8782,8760,8748,8693,8720,8668,8675,8715,8765
01559000,227655,0,0,0,0,0,2202,7330,6787,6676,412,1288,376,403,389,339,345,412,442,420,547,689,3993,8110,8184,8108,8709,8684,8519,8614,8342,8407,8590,8767,8375,7856,8087,8347,7986,8575,8657,8781,8760,8606,8760,8781
01560000,296299,0,0,0,0,0,0,0,1698,4247,5827,7554,8303,8009,7588,7602,7708,8128,7683,8298,8379,7631,7895,8154,7582,7384,7957,8544,8207,8542,8468,8203,7962,8735,8447,7607,7582,8064,8604,8706,8510,8378,8417,8446,8674,8576
01562000,204924,0,0,0,0,0,0,12,80,353,339,1209,356,386,379,336,392,371,334,646,511,5149,7943,7795,7463,7372,7699,8736,8016,8160,8157,7847,7631,8759,8160,7294,7320,7774,8357,8408,8530,8545,8430,8348,8706,8621
01563200,200204,0,0,0,0,0,2202,5430,287,354,2448,8313,1882,1725,412,562,521,525,545,972,1196,371,2481,414,557,364,2815,8757,8731,8759,8756,8759,8759,8783,8758,8757,8248,8774,8760,8693,8759,8783,8717,8760,8759,8756
01563500,220225,0,0,0,0,0,2202,8518,4095,317,268,1648,2540,678,354,349,356,437,900,529,545,905,366,7646,7843,7535,8682,8520,8538,8510,8688,8760,8757,8780,8757,7944,7824,8639,8649,8722,8721,8784,8741,8653,8758,8767
01565000,199956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,8712,8062,7942,8733,8751,8352,8779,8760,8723,8715,8784,8541,8439,8204,8712,8529,8693,8679,8741,8752,8715,8757,8774
01567000,214684,0,0,0,0,0,1919,8056,3410,341,903,2317,1883,364,478,330,354,488,349,392,381,321,5704,6384,7526,7464,7535,8760,8062,8607,7844,7580,7428,8678,8587,7380,7224,8230,8678,8727,8611,8760,8679,8460,8706,8784
01568500,35682,0,0,0,0,0,0,0,0,0,0,2202,8758,8715,8440,6340,587,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01569800,126252,0,0,0,0,0,0,0,0,0,0,2202,8758,8734,8086,4168,1743,2308,5751,419,405,7156,8759,8759,8735,8778,8755,8758,8639,8784,6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
